,Unnamed: 0,date,total_vaccinations_Wales,people_vaccinated_Wales,people_fully_vaccinated_Wales,daily_vaccinations_Wales,total_vaccinations_Canada,people_vaccinated_Canada,people_fully_vaccinated_Canada,daily_vaccinations_Canada,total_vaccinations_Argentina,people_vaccinated_Argentina,people_fully_vaccinated_Argentina,daily_vaccinations_Argentina,total_vaccinations_Albania,people_vaccinated_Albania,people_fully_vaccinated_Albania,daily_vaccinations_Albania,total_vaccinations_Rwanda,people_vaccinated_Rwanda,people_fully_vaccinated_Rwanda,daily_vaccinations_Rwanda,total_vaccinations_USA,people_vaccinated_USA,people_fully_vaccinated_USA,daily_vaccinations_USA,total_vaccinations_Germany,people_vaccinated_Germany,people_fully_vaccinated_Germany,daily_vaccinations_Germany,total_vaccinations_Bulgaria,people_vaccinated_Bulgaria,people_fully_vaccinated_Bulgaria,daily_vaccinations_Bulgaria,total_vaccinations_Singapore,people_vaccinated_Singapore,people_fully_vaccinated_Singapore,daily_vaccinations_Singapore,total_vaccinations_Belgium,people_vaccinated_Belgium,people_fully_vaccinated_Belgium,daily_vaccinations_Belgium,total_vaccinations_Lithuania,people_vaccinated_Lithuania,people_fully_vaccinated_Lithuania,daily_vaccinations_Lithuania,total_vaccinations_Scotland,people_vaccinated_Scotland,people_fully_vaccinated_Scotland,daily_vaccinations_Scotland
127,127,2021-05-17,2963120.0,2035905.0,927215.0,22857.0,18959634.0,17490690.0,1468784.0,366541.0,10766484.0,8499843.0,2266568.0,153706.0,,,,,,,,6154.0,,,,,40999613.0,31389371.0,9682669.0,705875.0,1134977.0,709006.0,425971.0,24491.0,3350352.0,1931870.0,1418482.0,37959.0,5492711.0,4063229.0,1466231.0,90534.0,1335534.0,882583.0,457583.0,20136.0,4714621.0,3045152.0,1669469.0,39864.0
128,128,2021-05-18,2985083.0,2046011.0,939072.0,22849.0,19246660.0,17749565.0,1496930.0,364123.0,10964559.0,8653931.0,2310554.0,161950.0,,,,,,,,6154.0,,,,,41874523.0,31916714.0,10038099.0,675138.0,1161048.0,720124.0,440924.0,23109.0,3390767.0,1950309.0,1440458.0,36928.0,5626790.0,4166281.0,1500402.0,99758.0,1359634.0,893355.0,471536.0,19839.0,4755771.0,3051383.0,1704388.0,40040.0
129,129,2021-05-19,3010574.0,2058106.0,952468.0,22428.0,19606598.0,18072913.0,1533515.0,365438.0,11132179.0,8785184.0,2346915.0,157673.0,,,,,,,,6154.0,,,,,42975940.0,32494776.0,10573755.0,629449.0,1191397.0,733149.0,458248.0,22233.0,3430969.0,1968626.0,1462343.0,38358.0,5769105.0,4244971.0,1568288.0,106667.0,1392256.0,909687.0,488471.0,19989.0,4805720.0,3063648.0,1742072.0,40887.0
130,130,2021-05-20,3039371.0,2069689.0,969682.0,22431.0,20007793.0,18429665.0,1577950.0,365989.0,11314627.0,8925563.0,2388979.0,156300.0,,,,,,,,6154.0,,,,,43927546.0,32963144.0,11068108.0,703947.0,1225601.0,746125.0,479476.0,21725.0,3477869.0,1992398.0,1485471.0,45014.0,5916939.0,4314733.0,1651794.0,110698.0,1423927.0,925511.0,505492.0,20250.0,4851291.0,3082251.0,1769040.0,41424.0
131,131,2021-05-21,3065687.0,2081036.0,984651.0,21984.0,20493274.0,18860936.0,1632148.0,373185.0,11491787.0,9017063.0,2474637.0,153552.0,,,,,,,,6154.0,,,,,44781562.0,33382565.0,11514744.0,717547.0,1250667.0,756201.0,494466.0,20558.0,3527048.0,2013502.0,1513546.0,43999.0,6046211.0,4385271.0,1714350.0,108273.0,1448928.0,936092.0,520891.0,19346.0,4896297.0,3096341.0,1799956.0,41920.0
132,132,2021-05-22,3092530.0,2091824.0,1000706.0,22528.0,20885402.0,19202734.0,1682472.0,376767.0,11592202.0,9073954.0,2518158.0,154312.0,,,,,,,,6154.0,,,,,45256252.0,33612322.0,11773978.0,728054.0,1257015.0,758350.0,498665.0,20523.0,3575157.0,2030319.0,1544838.0,43995.0,6135830.0,4429946.0,1759904.0,108427.0,1457822.0,938499.0,527594.0,19739.0,4937749.0,3108819.0,1828930.0,42340.0
133,133,2021-05-23,3102945.0,2099263.0,1003682.0,22530.0,21196087.0,19489435.0,1706455.0,375552.0,11637450.0,9096313.0,2541045.0,151121.0,,,,,,,,6154.0,,,,,45541790.0,33746239.0,11934471.0,728467.0,1260683.0,759630.0,501053.0,20563.0,3618503.0,2048191.0,1570312.0,43989.0,6145749.0,4437006.0,1762826.0,108936.0,1459342.0,939991.0,527947.0,19884.0,4974124.0,3121945.0,1852179.0,42828.0
134,134,2021-05-24,3124549.0,2105319.0,1019230.0,23061.0,21553782.0,19827192.0,1726387.0,370593.0,11725786.0,9164712.0,2560982.0,137043.0,,,,,,,,6154.0,,,,,45868170.0,33895634.0,12119516.0,695508.0,1265855.0,760923.0,504932.0,18697.0,3666163.0,2075388.0,1590775.0,45116.0,6208322.0,4463824.0,1799633.0,102230.0,1472864.0,945405.0,537129.0,19619.0,5019580.0,3138366.0,1881214.0,43566.0
135,135,2021-05-25,3150396.0,2112647.0,1037749.0,23616.0,21809403.0,20059797.0,1749400.0,366106.0,11789175.0,9201618.0,2587463.0,117802.0,,,,,,,,6154.0,,,,,46525594.0,34194005.0,12503864.0,664439.0,1282717.0,766754.0,515963.0,17381.0,3716975.0,2105155.0,1611820.0,46601.0,6309069.0,4523980.0,1847255.0,97468.0,1497777.0,960333.0,548015.0,19735.0,5069542.0,3155733.0,1913809.0,44824.0
136,136,2021-05-26,3178513.0,2120049.0,1058464.0,23991.0,22133106.0,20330012.0,1802878.0,360930.0,11942138.0,9290432.0,2651609.0,115708.0,,,,,,,,6154.0,,,,,47708557.0,34743913.0,13215573.0,676088.0,1303575.0,777089.0,526486.0,16025.0,3757300.0,2131425.0,1625875.0,46619.0,6432589.0,4560238.0,1939596.0,94783.0,1526341.0,976662.0,561057.0,19155.0,5117092.0,3174807.0,1942285.0,44482.0
137,137,2021-05-27,3209225.0,2128063.0,1081162.0,24265.0,22527084.0,20660790.0,1866070.0,359899.0,12111425.0,9378277.0,2733047.0,113828.0,,,,,,,,6154.0,,,,,48752698.0,35230714.0,13854269.0,689307.0,1321786.0,787995.0,533791.0,13741.0,3802351.0,2154240.0,1648111.0,46355.0,6573417.0,4601935.0,2043141.0,93783.0,1555756.0,991864.0,576348.0,18833.0,5167057.0,3196051.0,1971006.0,45109.0
138,138,2021-05-28,3238108.0,2135359.0,1102749.0,24632.0,22986580.0,21048421.0,1937922.0,356187.0,12357317.0,9502836.0,2854377.0,123647.0,,,,,,,,6154.0,,,,,49659934.0,35672700.0,14403791.0,696910.0,1341130.0,796827.0,544303.0,12923.0,3850549.0,2179016.0,1671533.0,46214.0,6686654.0,4641304.0,2120900.0,91492.0,1586900.0,1008901.0,591927.0,19710.0,5214179.0,3215770.0,1998409.0,45412.0
139,139,2021-05-29,3253356.0,2141427.0,1111929.0,22975.0,23334734.0,21326713.0,2007771.0,349905.0,12584721.0,9668974.0,2915642.0,141788.0,,,,,,,,6154.0,,,,,50071191.0,35852893.0,14662700.0,687848.0,1348204.0,799293.0,548911.0,13027.0,3895234.0,2202975.0,1692259.0,45725.0,6778278.0,4684729.0,2171582.0,91778.0,1595356.0,1014384.0,598007.0,19648.0,5257039.0,3234311.0,2022728.0,45613.0
140,140,2021-05-30,3260040.0,2146071.0,1113969.0,22442.0,23653885.0,21579750.0,2073875.0,351114.0,12713530.0,9781202.0,2932222.0,153726.0,,,,,,,,6154.0,,,,,50355366.0,35962000.0,14848856.0,687654.0,1353249.0,801064.0,552185.0,13224.0,3933431.0,2223256.0,1710175.0,44990.0,6790096.0,4689343.0,2178941.0,92050.0,1595951.0,1014949.0,598037.0,19516.0,5295391.0,3251138.0,2044253.0,45895.0
141,141,2021-05-31,3265670.0,2147274.0,1118396.0,20160.0,24044376.0,21904694.0,2139416.0,355799.0,13012400.0,10017919.0,2994372.0,183802.0,,,,,,,,6154.0,,,,,50904052.0,36184004.0,15218175.0,719412.0,1365923.0,805538.0,560385.0,14295.0,3980390.0,2240767.0,1739623.0,44890.0,6911168.0,4755595.0,2237089.0,100407.0,1614077.0,1020087.0,611446.0,20173.0,5342521.0,3267290.0,2075231.0,46134.0
142,142,2021-06-01,3290821.0,2152709.0,1138112.0,20061.0,24359699.0,22136440.0,2222979.0,364328.0,13327124.0,10280818.0,3046190.0,219707.0,,,,,,,,6154.0,,,,,51896028.0,36670554.0,15808390.0,767205.0,1383971.0,812072.0,571899.0,14465.0,4026552.0,2266136.0,1760416.0,44225.0,7015210.0,4820232.0,2285479.0,100877.0,1646290.0,1038057.0,626402.0,21216.0,5392438.0,3286261.0,2106177.0,46128.0
143,143,2021-06-02,3318932.0,2161028.0,1157904.0,20060.0,24706800.0,22382121.0,2324364.0,367671.0,13636278.0,10538794.0,3097366.0,242020.0,,,,,,,,6154.0,,,,,53148888.0,37294900.0,16542105.0,777190.0,1405952.0,819332.0,586620.0,14625.0,4069721.0,2298375.0,1771346.0,44632.0,7184378.0,4901619.0,2376418.0,107398.0,1686408.0,1057181.0,648098.0,22867.0,5443430.0,3305812.0,2137618.0,46620.0
144,144,2021-06-03,3350883.0,2169624.0,1181259.0,20237.0,25121751.0,22656936.0,2464483.0,370667.0,13985731.0,10852922.0,3132687.0,267758.0,,,,,,,,6154.0,,,,,53793914.0,37580010.0,16955462.0,720174.0,1429105.0,827703.0,601402.0,15331.0,4123467.0,2343447.0,1780020.0,45874.0,7372296.0,4994970.0,2474344.0,114126.0,1723026.0,1077891.0,665105.0,23896.0,5496575.0,3326005.0,2170570.0,47074.0
145,145,2021-06-04,3383612.0,2175013.0,1208599.0,20786.0,25582848.0,22947809.0,2634678.0,370895.0,14393672.0,11216327.0,3177206.0,290908.0,,,,,,,,6154.0,,,,,54607530.0,37950218.0,17476340.0,706799.0,1450850.0,834815.0,616035.0,15674.0,4180730.0,2381425.0,1799305.0,47169.0,7526270.0,5077303.0,2548763.0,119945.0,1764222.0,1097710.0,688021.0,25332.0,5548389.0,3345842.0,2202547.0,47744.0
146,146,2021-06-05,3416953.0,2179830.0,1237123.0,23371.0,25962565.0,23182309.0,2779889.0,375404.0,14720380.0,11522935.0,3197276.0,305094.0,,,,,,,,6154.0,,,,,55021247.0,38077701.0,17793417.0,707151.0,1456841.0,837157.0,619684.0,15520.0,4233255.0,2410014.0,1823241.0,48289.0,7665947.0,5166863.0,2600812.0,126810.0,1780172.0,1110052.0,694018.0,26402.0,5593272.0,3365779.0,2227493.0,48033.0
147,147,2021-06-06,3432723.0,2183455.0,1249268.0,24669.0,26286632.0,23379785.0,2906466.0,376107.0,14937641.0,11727492.0,3209978.0,317730.0,,,,,578569.0,350400.0,228169.0,6154.0,,,,,55314062.0,38155750.0,18026448.0,708385.0,1464251.0,840111.0,624140.0,15857.0,4279565.0,2435544.0,1844021.0,49448.0,7697537.0,5192940.0,2606875.0,129634.0,1785791.0,1115474.0,694219.0,27120.0,5637580.0,3386321.0,2251259.0,48884.0
148,148,2021-06-07,3456033.0,2185427.0,1270606.0,27195.0,26695374.0,23634242.0,3060747.0,378714.0,15290604.0,12032884.0,3257546.0,325458.0,,,,,,,,5586.0,,,,,55929897.0,38404431.0,18448217.0,717978.0,1478774.0,844483.0,634291.0,16122.0,4320797.0,2461570.0,1859227.0,48630.0,7866957.0,5292931.0,2684865.0,136541.0,1807369.0,1122301.0,710569.0,27613.0,5686069.0,3403866.0,2282203.0,49078.0
149,149,2021-06-08,3482159.0,2190460.0,1291699.0,27334.0,27048472.0,23797186.0,3250887.0,384110.0,15660335.0,12367560.0,3292598.0,333316.0,,,,,,,,5019.0,,,,,56990962.0,38819782.0,19162606.0,727848.0,1500534.0,851993.0,648541.0,16652.0,4357723.0,2482369.0,1875354.0,47310.0,8016683.0,5377363.0,2766371.0,143068.0,1833821.0,1134258.0,726623.0,26790.0,5736126.0,3422431.0,2313695.0,49098.0
150,150,2021-06-09,3509853.0,2195485.0,1314368.0,27274.0,27453236.0,23962491.0,3490333.0,392348.0,16032540.0,12716896.0,3315464.0,342323.0,,,,,,,,4451.0,,,,,58423628.0,39371357.0,20139795.0,753534.0,1524541.0,860007.0,664534.0,16941.0,4399909.0,2509417.0,1890492.0,47170.0,8214318.0,5471077.0,2876732.0,147134.0,1861606.0,1145832.0,744749.0,25028.0,5786398.0,3441217.0,2345181.0,48995.0
151,151,2021-06-10,3538144.0,2201665.0,1336479.0,26752.0,27931194.0,24140048.0,3790710.0,401349.0,16367403.0,13033405.0,3333812.0,340239.0,,,,,,,,3883.0,,,,,59622101.0,39870469.0,20927965.0,832598.0,1548304.0,867873.0,680431.0,17028.0,4442656.0,2540552.0,1902104.0,45598.0,8410332.0,5552928.0,2995501.0,148291.0,1886760.0,1154799.0,762720.0,23391.0,5834309.0,3459063.0,2375246.0,48248.0
152,152,2021-06-11,3565508.0,2207350.0,1358158.0,25985.0,28434123.0,24313887.0,4119783.0,407325.0,16734019.0,13353811.0,3380019.0,334335.0,,,,,,,,3315.0,,,,,60691624.0,40337634.0,21627518.0,869156.0,1568793.0,874457.0,694336.0,16849.0,4491992.0,2571387.0,1920605.0,44466.0,8607033.0,5642310.0,3106292.0,154395.0,1909875.0,1165672.0,776738.0,20808.0,5880078.0,3477378.0,2402700.0,47384.0
153,153,2021-06-12,3591060.0,2213050.0,1378010.0,24872.0,28853968.0,24441652.0,4411834.0,413058.0,16919006.0,13458813.0,3460001.0,314089.0,,,,,,,,2748.0,,,,,61128961.0,40498183.0,21939664.0,872531.0,1573761.0,876614.0,697147.0,16703.0,4534035.0,2597849.0,1936186.0,42969.0,8750857.0,5721186.0,3178110.0,154987.0,1915818.0,1169729.0,779604.0,19378.0,5923112.0,3497287.0,2425825.0,47120.0
154,154,2021-06-13,3600704.0,2216031.0,1384673.0,23997.0,29232669.0,24558609.0,4673552.0,420862.0,17001642.0,13497778.0,3503668.0,294857.0,,,,,,,,2180.0,,,,,61412453.0,40577237.0,22157911.0,871199.0,1577024.0,878290.0,698734.0,16110.0,4572875.0,2624243.0,1948632.0,41901.0,8775168.0,5737143.0,3186906.0,153947.0,1920018.0,1172877.0,783682.0,19175.0,5964502.0,3517668.0,2446834.0,46703.0
155,155,2021-06-14,3629027.0,2218103.0,1410924.0,24713.0,29680344.0,24689287.0,4990517.0,426424.0,17239473.0,13651871.0,3587400.0,278410.0,,,,,,,,2180.0,,,,,62070068.0,40848905.0,22599259.0,877167.0,1586678.0,882269.0,704409.0,15415.0,4619595.0,2656824.0,1962771.0,42685.0,8929952.0,5815970.0,3276291.0,151856.0,1939675.0,1176981.0,799898.0,18901.0,6001642.0,3531461.0,2470181.0,45082.0
156,156,2021-06-15,3654482.0,2222281.0,1432201.0,24618.0,30129144.0,24807015.0,5321555.0,440096.0,17497030.0,13825217.0,3671605.0,262385.0,,,,,,,,2180.0,,,,,63123827.0,41260854.0,23300353.0,876124.0,1602136.0,888892.0,713244.0,14515.0,4670717.0,2694109.0,1976608.0,44713.0,9081858.0,5910394.0,3360229.0,152168.0,1964007.0,1185098.0,818064.0,18598.0,6045097.0,3551739.0,2493358.0,44139.0
157,157,2021-06-16,3679563.0,2225499.0,1454064.0,24244.0,30594190.0,24904910.0,5688674.0,448708.0,17783714.0,14038697.0,3744802.0,250168.0,,,,,,,,2180.0,,,,,64514242.0,41809860.0,24218275.0,870088.0,1619744.0,895526.0,724218.0,13600.0,4725676.0,2736341.0,1989335.0,46538.0,9266411.0,6031987.0,3439678.0,150299.0,1992889.0,1192015.0,841167.0,18755.0,6087792.0,3571726.0,2516066.0,43056.0
158,158,2021-06-17,3702459.0,2228532.0,1473927.0,23474.0,31101741.0,25009056.0,6092047.0,452935.0,18097959.0,14287836.0,3809905.0,247222.0,,,,,,,,2180.0,,,,,65668175.0,42283413.0,24967080.0,863725.0,1637956.0,902058.0,735898.0,12807.0,4778868.0,2777612.0,2001256.0,48030.0,9456395.0,6169993.0,3496523.0,149438.0,2021905.0,1201827.0,861630.0,19306.0,6127441.0,3591638.0,2535803.0,41876.0
159,159,2021-06-18,3723782.0,2233036.0,1490746.0,22611.0,31637585.0,25107001.0,6529912.0,457637.0,18496943.0,14641620.0,3855100.0,251846.0,,,,,,,,2180.0,,,,,66665752.0,42701934.0,25615165.0,853447.0,1653186.0,907614.0,745572.0,12056.0,4834045.0,2817835.0,2016210.0,48865.0,9650155.0,6308915.0,3556924.0,149017.0,2047548.0,1207793.0,881785.0,19668.0,6166574.0,3611266.0,2555308.0,40928.0
160,160,2021-06-19,3745235.0,2236091.0,1509144.0,22025.0,32059720.0,25174615.0,6884371.0,457965.0,18729444.0,14853482.0,3875737.0,258634.0,,,,,,,,2180.0,,,,,67094672.0,42844195.0,25923033.0,852244.0,1657042.0,909571.0,747471.0,11897.0,4887279.0,2856529.0,2030750.0,50463.0,9776680.0,6405648.0,3589203.0,146546.0,2054059.0,1209040.0,887618.0,19749.0,6202226.0,3630589.0,2571637.0,39873.0
161,161,2021-06-20,3755314.0,2237710.0,1517604.0,22087.0,32410322.0,25234844.0,7174726.0,453950.0,18828634.0,14948499.0,3879909.0,260999.0,,,,,,,,2180.0,,,,,67390228.0,42925408.0,26150197.0,853968.0,1660175.0,911349.0,748826.0,11879.0,4931014.0,2890390.0,2040624.0,51163.0,9809265.0,6436700.0,3591219.0,147728.0,2055118.0,1209401.0,888583.0,19300.0,6234407.0,3647437.0,2586970.0,38558.0
162,162,2021-06-21,3773644.0,2239271.0,1534373.0,20660.0,32816721.0,25315094.0,7500859.0,448054.0,18998243.0,15094326.0,3903691.0,251253.0,,,,,,,,2180.0,,,,,68024008.0,43173648.0,26572206.0,850563.0,1668677.0,915302.0,753375.0,11714.0,4982807.0,2932686.0,2050121.0,51887.0,9928581.0,6520023.0,3630277.0,142661.0,2071190.0,1214052.0,901091.0,18788.0,6267324.0,3664571.0,2602753.0,37955.0
163,163,2021-06-22,3795573.0,2242482.0,1553091.0,20156.0,33289191.0,25378250.0,7910137.0,451435.0,19285778.0,15343715.0,3941835.0,255535.0,,,,,,,,2180.0,,,,,69106744.0,43588680.0,27274446.0,854702.0,1681399.0,921437.0,759962.0,11323.0,5032494.0,2972902.0,2059592.0,51682.0,10037839.0,6581992.0,3686740.0,136569.0,2096579.0,1218097.0,922922.0,18939.0,6299070.0,3681620.0,2617450.0,36282.0
164,164,2021-06-23,3817594.0,2245884.0,1571710.0,19719.0,33805927.0,25437415.0,8367662.0,458820.0,19548705.0,15577508.0,3970968.0,252142.0,,,,,,,,2180.0,,,,,70447996.0,44117048.0,28122302.0,847679.0,1695298.0,927575.0,767723.0,10793.0,5082208.0,3013980.0,2068228.0,50933.0,10222800.0,6705521.0,3751552.0,136627.0,2124134.0,1221427.0,947210.0,18749.0,6326836.0,3695303.0,2631533.0,34149.0
165,165,2021-06-24,3839334.0,2248012.0,1591322.0,19554.0,34398523.0,25506073.0,8891527.0,470969.0,19853067.0,15847874.0,4004962.0,250730.0,,,,,,,,2180.0,,,,,71489427.0,44652033.0,28669347.0,831607.0,1709510.0,933338.0,776172.0,10222.0,5129343.0,3053271.0,2076072.0,50068.0,10405275.0,6832062.0,3813150.0,135554.0,2134380.0,1223039.0,955978.0,16068.0,6357198.0,3709801.0,2647397.0,32822.0
166,166,2021-06-25,3857911.0,2250126.0,1607785.0,19161.0,34920486.0,25562715.0,9356822.0,468986.0,20229522.0,16153889.0,4075399.0,247511.0,,,,,,,,2180.0,,,,,72415258.0,45077584.0,29210176.0,821358.0,1721790.0,938397.0,783393.0,9801.0,5177128.0,3091710.0,2085418.0,49012.0,10570901.0,6950355.0,3865692.0,131535.0,2163361.0,1227267.0,981159.0,16545.0,6396928.0,3730101.0,2666827.0,32908.0
167,167,2021-06-26,3870746.0,2252270.0,1618476.0,17930.0,35364921.0,25607135.0,9756793.0,472172.0,20545497.0,16392119.0,4153143.0,259436.0,,,,,,,,2180.0,,,,,72826913.0,45229222.0,29483556.0,818892.0,1724896.0,939901.0,784995.0,9693.0,5240120.0,3146827.0,2093293.0,50406.0,10686700.0,7021448.0,3916132.0,130003.0,2171795.0,1228207.0,988672.0,16819.0,6426867.0,3747510.0,2679357.0,32092.0
168,168,2021-06-27,3880456.0,2253214.0,1627242.0,17877.0,35724421.0,25648687.0,10074700.0,473443.0,20721624.0,16547191.0,4174198.0,270427.0,,,,,,,,2180.0,,,,,73119362.0,45323731.0,29685631.0,818448.0,1727616.0,941280.0,786336.0,9634.0,5296153.0,3196988.0,2099165.0,52163.0,10721816.0,7050185.0,3923261.0,130364.0,2178022.0,1228850.0,994329.0,17558.0,6457154.0,3765379.0,2691775.0,31821.0
169,169,2021-06-28,3897827.0,2255039.0,1642788.0,17740.0,36429296.0,25731921.0,10696323.0,516082.0,21094475.0,16868058.0,4226160.0,299462.0,,,,,,,,2180.0,,,,,73751185.0,45594159.0,30071636.0,818168.0,1735675.0,944704.0,790971.0,9571.0,5355128.0,3247291.0,2107837.0,53189.0,10842984.0,7119329.0,3979215.0,130629.0,2197978.0,1231972.0,1011536.0,18113.0,6483082.0,3781887.0,2701195.0,30823.0
170,170,2021-06-29,3917491.0,2257737.0,1659754.0,17417.0,37017067.0,25789267.0,11226699.0,532554.0,21468730.0,17194475.0,4273996.0,311850.0,,,,,,,,2180.0,,,,,74689008.0,46010064.0,30616364.0,797466.0,1748265.0,950212.0,798053.0,9552.0,5400710.0,3285247.0,2115463.0,52602.0,10965192.0,7177783.0,4048944.0,132479.0,2222924.0,1236332.0,1033476.0,18049.0,6511704.0,3799467.0,2712237.0,30376.0
171,171,2021-06-30,3937360.0,2259622.0,1677738.0,17109.0,37623803.0,25845528.0,11777117.0,545411.0,21844248.0,17533769.0,4310219.0,327935.0,,,,,,,,2180.0,,,,,75717767.0,46489278.0,31189087.0,752824.0,1761277.0,955804.0,805473.0,9426.0,5469959.0,3345262.0,2124697.0,55393.0,11091156.0,7263336.0,4096196.0,124051.0,2246367.0,1241858.0,1053131.0,17462.0,6538976.0,3816251.0,2722725.0,30306.0
172,172,2021-07-01,3956875.0,2261056.0,1695819.0,16792.0,38086314.0,25886490.0,12198554.0,526827.0,22275967.0,17848669.0,4427037.0,346129.0,,,,,,,,2180.0,,,,,76704021.0,46969074.0,31718484.0,744942.0,1773581.0,961406.0,812175.0,9153.0,5550625.0,3408753.0,2141872.0,60183.0,11228729.0,7355681.0,4145735.0,117636.0,2263651.0,1247322.0,1066382.0,18467.0,6569117.0,3831770.0,2737347.0,30274.0
173,173,2021-07-02,3974818.0,2262284.0,1712534.0,16701.0,38653746.0,25942806.0,12709604.0,533323.0,22691393.0,18179717.0,4511412.0,351696.0,,,,,,,,2180.0,,,,,77554370.0,47375448.0,32184780.0,734159.0,1785306.0,966942.0,818364.0,9074.0,5632853.0,3472224.0,2160629.0,65104.0,11343756.0,7432555.0,4187735.0,110408.0,2283331.0,1252118.0,1082505.0,17139.0,6593744.0,3844371.0,2749373.0,28117.0
174,174,2021-07-03,3987599.0,2263775.0,1723824.0,16693.0,39015073.0,25973342.0,13040331.0,521450.0,23027874.0,18431757.0,4595847.0,354625.0,,,,,,,,2180.0,,,,,77932907.0,47541007.0,32413023.0,729428.0,1788904.0,968924.0,819980.0,9144.0,5712049.0,3534630.0,2177419.0,67418.0,11433227.0,7470322.0,4240384.0,106647.0,2289035.0,1254106.0,1086673.0,16749.0,6619740.0,3857584.0,2762156.0,27553.0
175,175,2021-07-04,3995606.0,2264974.0,1730632.0,16450.0,39336123.0,26003593.0,13331085.0,515957.0,23224237.0,18606368.0,4617595.0,357516.0,,,,,,,,2180.0,,,,,78206872.0,47643640.0,32593277.0,726787.0,1791061.0,970086.0,820975.0,9064.0,5786808.0,3592554.0,2194254.0,70094.0,11447873.0,7477987.0,4247438.0,103722.0,2289488.0,1254391.0,1087042.0,15924.0,6643359.0,3869223.0,2774136.0,26601.0
176,176,2021-07-05,4012192.0,2266056.0,1746136.0,16338.0,39937751.0,26059707.0,13876048.0,501208.0,23633848.0,18842557.0,4791010.0,362768.0,,,,,,,,2180.0,,,,,78744765.0,47856849.0,32932913.0,713369.0,1798875.0,974405.0,824470.0,9029.0,5865163.0,3654954.0,2210209.0,72862.0,11569011.0,7502835.0,4347061.0,103718.0,2302555.0,1258006.0,1097294.0,14940.0,6670529.0,3879458.0,2791071.0,26778.0
177,177,2021-07-06,4032280.0,2267640.0,1764640.0,16398.0,40420180.0,26101765.0,14315888.0,486159.0,24050515.0,19115832.0,4934393.0,368826.0,,,,,643966.0,392003.0,251963.0,2180.0,,,,,79526225.0,48146453.0,33440809.0,691031.0,1810576.0,980315.0,830261.0,8902.0,5941214.0,3714924.0,2226290.0,77215.0,11685371.0,7525854.0,4442752.0,102883.0,2307269.0,1259460.0,1100834.0,12049.0,6699078.0,3890176.0,2808902.0,26768.0
178,178,2021-07-07,4052210.0,2269131.0,1783079.0,16407.0,40923612.0,26144812.0,14776180.0,471401.0,24454394.0,19407081.0,5047014.0,372878.0,,,,,,,,1950.0,,,,,80526408.0,48493031.0,34113556.0,686949.0,1823403.0,987250.0,836153.0,8875.0,6018309.0,3774301.0,2244008.0,78336.0,11845877.0,7565030.0,4567204.0,107817.0,2323530.0,1264816.0,1113409.0,11023.0,6726750.0,3900864.0,2825886.0,26825.0
179,179,2021-07-08,4068777.0,2270517.0,1798260.0,15986.0,41545231.0,26204637.0,15337883.0,494131.0,24864698.0,19776995.0,5087398.0,369819.0,,,,,,,,1720.0,,,,,81378260.0,48779073.0,34698978.0,667748.0,1835681.0,993887.0,841794.0,8871.0,6094300.0,3831317.0,2262983.0,77668.0,12012059.0,7602407.0,4699566.0,111904.0,2340491.0,1270479.0,1126771.0,10977.0,6755127.0,3911189.0,2843938.0,26573.0
180,180,2021-07-09,4082121.0,2271925.0,1810196.0,15329.0,42091454.0,26255498.0,15833178.0,491101.0,25222064.0,20029925.0,5191832.0,361524.0,,,,,645674.0,392832.0,252842.0,1490.0,,,,,82139202.0,49022093.0,35237619.0,654976.0,1847225.0,1000367.0,846858.0,8846.0,6175009.0,3885165.0,2289844.0,77451.0,12160728.0,7638484.0,4814309.0,116710.0,2354939.0,1275669.0,1137504.0,10230.0,6781255.0,3920145.0,2861110.0,26787.0
181,181,2021-07-10,4098728.0,2273561.0,1825167.0,15876.0,42457323.0,26289540.0,16164935.0,491750.0,25553795.0,20330568.0,5222915.0,360846.0,,,,,646909.0,394067.0,252842.0,1355.0,,,,,82484051.0,49128701.0,35485639.0,650163.0,1850490.0,1002491.0,847999.0,8798.0,6250081.0,3933615.0,2316466.0,76862.0,12290780.0,7658329.0,4925907.0,122508.0,2359092.0,1277673.0,1141108.0,10008.0,6805735.0,3928409.0,2877326.0,26571.0
182,182,2021-07-11,4106971.0,2274421.0,1832550.0,15909.0,42743119.0,26316981.0,16423251.0,486714.0,25719298.0,20488044.0,5230942.0,356437.0,,,,,,,,2889.0,,,,,82713019.0,49198849.0,35652859.0,643735.0,1852583.0,1003791.0,848792.0,8789.0,6318020.0,3973103.0,2344917.0,75887.0,12322172.0,7662758.0,4953146.0,124900.0,2359386.0,1277890.0,1141304.0,9985.0,6827679.0,3934408.0,2893271.0,26331.0
183,183,2021-07-12,4121807.0,2275764.0,1846043.0,15659.0,43247927.0,26370720.0,16874288.0,472882.0,26106216.0,20845967.0,5259935.0,353195.0,,,,,,,,4424.0,,,,,83182592.0,49365882.0,35969516.0,633975.0,1860993.0,1008573.0,852420.0,8874.0,6391807.0,4015626.0,2376181.0,75235.0,12469075.0,7688684.0,5076850.0,128581.0,2370945.0,1280946.0,1150632.0,9770.0,6845128.0,3941571.0,2903557.0,24943.0
