,Unnamed: 0,date,total_vaccinations_Wales,people_vaccinated_Wales,people_fully_vaccinated_Wales,daily_vaccinations_Wales,total_vaccinations_Canada,people_vaccinated_Canada,people_fully_vaccinated_Canada,daily_vaccinations_Canada,total_vaccinations_Argentina,people_vaccinated_Argentina,people_fully_vaccinated_Argentina,daily_vaccinations_Argentina,total_vaccinations_Albania,people_vaccinated_Albania,people_fully_vaccinated_Albania,daily_vaccinations_Albania,total_vaccinations_Rwanda,people_vaccinated_Rwanda,people_fully_vaccinated_Rwanda,daily_vaccinations_Rwanda,total_vaccinations_USA,people_vaccinated_USA,people_fully_vaccinated_USA,daily_vaccinations_USA,total_vaccinations_Germany,people_vaccinated_Germany,people_fully_vaccinated_Germany,daily_vaccinations_Germany,total_vaccinations_Bulgaria,people_vaccinated_Bulgaria,people_fully_vaccinated_Bulgaria,daily_vaccinations_Bulgaria,total_vaccinations_Singapore,people_vaccinated_Singapore,people_fully_vaccinated_Singapore,daily_vaccinations_Singapore,total_vaccinations_Belgium,people_vaccinated_Belgium,people_fully_vaccinated_Belgium,daily_vaccinations_Belgium,total_vaccinations_Lithuania,people_vaccinated_Lithuania,people_fully_vaccinated_Lithuania,daily_vaccinations_Lithuania,total_vaccinations_Scotland,people_vaccinated_Scotland,people_fully_vaccinated_Scotland,daily_vaccinations_Scotland
241,241,2021-09-08,4559810.0,2364393.0,2195417.0,2879.0,54191595.0,28250430.0,25912880.0,81530.0,47149870.0,29031621.0,18117479.0,378789.0,,,,,,,,40648.0,,,,,103911250.0,55256514.0,51479157.0,188540.0,2380022.0,,1217377.0,7911.0,8836380.0,4558129.0,4278251.0,12514.0,16452644.0,8532166.0,8292284.0,16774.0,3069589.0,1688740.0,1559550.0,8353.0,7890943.0,4133606.0,3757337.0,11454.0
242,242,2021-09-09,,,,2456.0,54289292.0,28292444.0,25966696.0,82032.0,47547136.0,29081356.0,18464983.0,371597.0,,,,,,,,36246.0,,,,,104167701.0,55360637.0,51616082.0,188275.0,2391930.0,,1225164.0,7871.0,8845052.0,4561133.0,4283919.0,12032.0,16464057.0,8536310.0,8300232.0,15937.0,3082522.0,1693299.0,1566827.0,8238.0,7897696.0,4135329.0,3762367.0,10545.0
243,243,2021-09-10,,,,2205.0,54387369.0,28334262.0,26021043.0,80450.0,47889092.0,29130968.0,18757313.0,358424.0,,,,,2644449.0,1711757.0,932692.0,31843.0,,,,,104395996.0,55450570.0,51748019.0,185494.0,2402957.0,,1232840.0,7705.0,8858570.0,4564304.0,4294266.0,11411.0,16482579.0,8544170.0,8311726.0,15002.0,3094686.0,1698080.0,1573139.0,8242.0,7907030.0,4137710.0,3769320.0,10328.0
244,244,2021-09-11,,,,2137.0,54460241.0,28362033.0,26064301.0,79147.0,48087685.0,29156546.0,18930581.0,344538.0,,,,,,,,33257.0,,,,,104506652.0,55494701.0,51819291.0,185829.0,2406030.0,,1234979.0,7662.0,8870669.0,4567139.0,4303530.0,10667.0,16505316.0,8553180.0,8326429.0,13907.0,3096703.0,1699328.0,1574146.0,8200.0,7918077.0,4140616.0,3777461.0,9907.0
245,245,2021-09-12,,,,2210.0,54517214.0,28382212.0,26099675.0,78426.0,48097407.0,29158965.0,18938254.0,317854.0,,,,,,,,34670.0,,,,,104571517.0,55518761.0,51860836.0,185839.0,2407986.0,,1236422.0,7635.0,8878089.0,4568763.0,4309326.0,10134.0,16506756.0,8553840.0,8327260.0,13907.0,3096939.0,1699459.0,1574203.0,8199.0,7927997.0,4142783.0,3785214.0,9282.0
246,246,2021-09-13,,,,2287.0,54616618.0,28425455.0,26154961.0,87402.0,48399674.0,29210815.0,19202774.0,298026.0,,,,,2822493.0,1822054.0,1000439.0,36084.0,,,,,104738912.0,55582776.0,51954926.0,187534.0,2416030.0,,1242231.0,8548.0,8885388.0,4571409.0,4313979.0,9703.0,16515459.0,8556819.0,8333405.0,14225.0,3107691.0,1703724.0,1580166.0,8288.0,7933455.0,4144904.0,3788551.0,8804.0
247,247,2021-09-14,4573151.0,2364691.0,2208460.0,2208.0,54689751.0,28458037.0,26194308.0,83223.0,48679014.0,29257190.0,19436924.0,271785.0,,,,,,,,37682.0,,,,,104976476.0,55676053.0,52078685.0,189501.0,2427013.0,,1249902.0,8493.0,8892431.0,4574075.0,4318173.0,9333.0,16520600.0,8558918.0,8336766.0,13527.0,3117690.0,1707769.0,1585045.0,8369.0,7938444.0,4146847.0,3791597.0,8262.0
248,248,2021-09-15,4575185.0,2365400.0,2209785.0,2196.0,54773060.0,28494515.0,26239859.0,83066.0,49009025.0,29292767.0,19732430.0,265594.0,,,,,2882134.0,1827371.0,1054763.0,39280.0,,,,,105261264.0,55781119.0,52231692.0,192859.0,2437295.0,,1257214.0,8182.0,8904742.0,4577239.0,4322465.0,9766.0,16538375.0,8565642.0,8347896.0,12247.0,3127637.0,1711469.0,1590154.0,8293.0,7944631.0,4148734.0,3795897.0,7670.0
249,249,2021-09-16,4577269.0,2366234.0,2211035.0,2176.0,54869083.0,28534794.0,26293698.0,82827.0,49369966.0,29331400.0,20056007.0,260404.0,,,,,,,,51165.0,,,,,105538059.0,55887528.0,52374886.0,195765.0,2448482.0,,1265174.0,8079.0,8914933.0,4580054.0,4326660.0,9983.0,16552777.0,8570555.0,8357152.0,12674.0,3138539.0,1715451.0,1595648.0,8002.0,7949095.0,4150157.0,3798938.0,7343.0
250,250,2021-09-17,4579794.0,2367407.0,2212387.0,2220.0,55028083.0,28590001.0,26352475.0,91531.0,49732005.0,29380595.0,20377339.0,263273.0,,,,,,,,63051.0,,,,,105787794.0,55982069.0,52514635.0,198828.0,2458928.0,,1272680.0,7996.0,8933928.0,4583825.0,4333422.0,10765.0,16574987.0,8577941.0,8367610.0,13201.0,3149527.0,1719111.0,1601156.0,7834.0,7953918.0,4151735.0,3802183.0,6698.0
251,251,2021-09-18,4582013.0,2368230.0,2213783.0,2219.0,55096636.0,28615738.0,26393304.0,90914.0,49952864.0,29413889.0,20565364.0,266454.0,,,,,3187638.0,1835560.0,1352078.0,69120.0,,,,,105900923.0,56024358.0,52587780.0,199182.0,2461969.0,,1274875.0,7991.0,8955730.0,4586434.0,4339295.0,12152.0,16602862.0,8585779.0,8381820.0,13935.0,3151098.0,1719915.0,1601867.0,7771.0,7962028.0,4155048.0,3806980.0,6279.0
252,252,2021-09-19,4582823.0,2368604.0,2214219.0,2017.0,55152386.0,28635774.0,26427763.0,90739.0,50090324.0,29433738.0,20683017.0,284702.0,,,,,3340448.0,1836045.0,1368758.0,82472.0,,,,,105970700.0,56049347.0,52631920.0,199883.0,2463666.0,,1276139.0,7954.0,8968783.0,4587797.0,4342701.0,12956.0,16603348.0,8586117.0,8382053.0,13799.0,3151322.0,1720021.0,1601922.0,7769.0,7968388.0,4157613.0,3810775.0,5770.0
253,253,2021-09-20,4584861.0,2369093.0,2215768.0,1990.0,55292065.0,28702877.0,26494054.0,96492.0,50435834.0,29480778.0,20983959.0,290880.0,,,,,,,,77280.0,,,,,106129268.0,56102160.0,52721817.0,198622.0,2471212.0,,1281766.0,7883.0,8988177.0,4590504.0,4347210.0,14684.0,16612090.0,8589184.0,8385677.0,13804.0,3159512.0,1722851.0,1606497.0,7403.0,7974382.0,4160835.0,3813547.0,5847.0
254,254,2021-09-21,4586569.0,2369657.0,2216912.0,1917.0,55391073.0,28746880.0,26544927.0,100189.0,50744927.0,29530354.0,21245949.0,295130.0,,,,,,,,76307.0,,,,,106363640.0,56181749.0,52844106.0,198166.0,2481276.0,,1289055.0,7752.0,9002695.0,4593026.0,4350779.0,15752.0,16628321.0,8594088.0,8392444.0,15389.0,3167504.0,1725844.0,1610912.0,7116.0,7979142.0,4163235.0,3815907.0,5814.0
255,255,2021-09-22,4588265.0,2370309.0,2217956.0,1869.0,55491208.0,28791951.0,26596103.0,102593.0,51073099.0,29587444.0,21520250.0,294868.0,,,,,3409470.0,1968873.0,1440597.0,75334.0,,,,,106639520.0,56272421.0,52988018.0,196894.0,2483134.0,,1290434.0,6548.0,9024247.0,4595261.0,4354520.0,17072.0,16658994.0,8601189.0,8403897.0,17231.0,3175653.0,1729422.0,1615838.0,6859.0,7984484.0,4166056.0,3818428.0,5693.0
256,256,2021-09-23,4589226.0,2370711.0,2218515.0,1708.0,55606675.0,28841173.0,26656853.0,105370.0,51384252.0,29757858.0,21664841.0,287755.0,,,,,,,,72601.0,,,,,106908586.0,56363647.0,53125303.0,195790.0,2494575.0,,1298936.0,6585.0,9047456.0,4597943.0,4357741.0,18932.0,16679280.0,8605940.0,8411352.0,18072.0,3185129.0,1733028.0,1621100.0,6656.0,7988460.0,4168278.0,3820182.0,5624.0
257,257,2021-09-24,4590837.0,2371364.0,2219473.0,1578.0,55772527.0,28891572.0,26722030.0,106349.0,51645199.0,29828510.0,21859397.0,273313.0,,,,,,,,69867.0,,,,,107150029.0,56445230.0,53260240.0,194605.0,2504582.0,,1306264.0,6522.0,9080061.0,4601193.0,4363136.0,20876.0,16705822.0,8613070.0,8420137.0,18691.0,3194308.0,1736437.0,1626081.0,6397.0,7996647.0,4172573.0,3824074.0,6104.0
258,258,2021-09-25,4593194.0,2373120.0,2220074.0,1597.0,55847009.0,28917922.0,26768204.0,107196.0,51773272.0,29860153.0,21958328.0,260058.0,,,,,,,,67134.0,,,,,107250556.0,56478537.0,53326851.0,192805.0,2507048.0,,1307993.0,6440.0,9109511.0,4603368.0,4368155.0,21969.0,16746259.0,8621708.0,8438179.0,20485.0,3195662.0,1737199.0,1626839.0,6366.0,8003942.0,4176832.0,3827110.0,5988.0
259,259,2021-09-26,4595746.0,2374984.0,2220762.0,1846.0,55915574.0,28942566.0,26810928.0,109027.0,51861196.0,29873225.0,22033786.0,252982.0,,,,,3740279.0,2099305.0,1640974.0,57119.0,,,,,107307292.0,56496561.0,53363827.0,190942.0,2508560.0,,1309135.0,6413.0,9129154.0,4604758.0,4370858.0,22910.0,16747546.0,8622364.0,8439069.0,20600.0,3195905.0,1737320.0,1626915.0,6369.0,8011498.0,4181617.0,3829881.0,6159.0
260,260,2021-09-27,4597106.0,2375494.0,2221612.0,1749.0,56036808.0,28992713.0,26872085.0,106392.0,52143384.0,29927625.0,22267143.0,243936.0,,,,,,,,55253.0,,,,,107459412.0,56546198.0,53446474.0,190021.0,2513769.0,,1312649.0,6080.0,9157352.0,4607062.0,4374143.0,24168.0,16762207.0,8625119.0,8443240.0,21445.0,3203268.0,1740220.0,1631694.0,6251.0,8017072.0,4184574.0,3832498.0,6099.0
261,261,2021-09-28,4598145.0,2375943.0,2222202.0,1654.0,56114866.0,29024622.0,26913108.0,103399.0,52443812.0,29987519.0,22512966.0,242698.0,,,,,3760170.0,2107695.0,1652475.0,53387.0,,,,,107683456.0,56619872.0,53559580.0,188545.0,2521738.0,,1318066.0,5780.0,9187567.0,4609439.0,4377313.0,26410.0,16785485.0,8629577.0,8448745.0,22452.0,3210505.0,1743126.0,1636205.0,6143.0,8021756.0,4186743.0,3835013.0,6088.0
262,262,2021-09-29,4599143.0,2376313.0,2222830.0,1554.0,56213062.0,29066621.0,26963783.0,103122.0,52698785.0,30038098.0,22721249.0,232241.0,,,,,,,,51508.0,,,,,107935707.0,56698333.0,53687927.0,185170.0,2530744.0,,1324137.0,6801.0,9213311.0,4611697.0,4380310.0,27009.0,16829659.0,8636996.0,8463228.0,24381.0,3217979.0,1745837.0,1640720.0,6047.0,8027390.0,4189701.0,3837689.0,6129.0
263,263,2021-09-30,4600253.0,2376708.0,2223545.0,1575.0,56312456.0,29103825.0,27019931.0,100826.0,53034896.0,30106660.0,22991952.0,235806.0,,,,,3779887.0,2116184.0,1663703.0,41102.0,,,,,108180545.0,56776900.0,53814210.0,181708.0,2539650.0,,1330199.0,6439.0,9240364.0,4613850.0,4383693.0,27558.0,16859027.0,8641698.0,8470440.0,25678.0,3227063.0,1749247.0,1646398.0,5991.0,8034463.0,4194212.0,3840251.0,6572.0
264,264,2021-10-01,4601297.0,2377101.0,2224196.0,1494.0,56406727.0,29133965.0,27072837.0,90600.0,53338440.0,30168881.0,23237003.0,241892.0,,,,,3805225.0,2127543.0,1686978.0,32907.0,,,,,108308348.0,56821137.0,53879745.0,165474.0,2546712.0,,1335039.0,6019.0,9267701.0,4616299.0,4387004.0,26806.0,16888472.0,8648861.0,8478415.0,26093.0,3235852.0,1752237.0,1651774.0,5935.0,8042724.0,4199724.0,3843000.0,6582.0
265,265,2021-10-02,4605153.0,2380492.0,2224661.0,1708.0,56467059.0,29154116.0,27111048.0,88579.0,53517193.0,30196157.0,23389603.0,249132.0,,,,,,,,21695.0,,,,,108340612.0,56834826.0,53897948.0,155722.0,2548995.0,,1336437.0,5992.0,9294517.0,4617900.0,4390036.0,26429.0,16917910.0,8655373.0,8488672.0,24522.0,3236999.0,1752918.0,1652563.0,5905.0,8053726.0,4208546.0,3845180.0,7112.0
266,266,2021-10-03,4609856.0,2384331.0,2225525.0,2016.0,56516683.0,29171486.0,27142252.0,85873.0,53625645.0,30217779.0,23476567.0,252064.0,,,,,,,,10482.0,,,,,108354504.0,56840258.0,53905739.0,149602.0,2549465.0,1407830.0,,5844.0,9316375.0,4618944.0,4391888.0,26746.0,16919063.0,8655670.0,8489112.0,24502.0,3237436.0,1753174.0,1652798.0,5933.0,8065058.0,4217940.0,3847118.0,7651.0
267,267,2021-10-04,4611274.0,2385134.0,2226140.0,2024.0,56621294.0,29210115.0,27201011.0,83498.0,53855300.0,30283360.0,23643356.0,244559.0,,,,,,,,9663.0,,,,,108450246.0,56872579.0,53954200.0,141548.0,2555664.0,,1340793.0,5985.0,9343059.0,4620913.0,4394287.0,26530.0,16933265.0,8658195.0,8492111.0,24437.0,3244664.0,1755602.0,1657479.0,5914.0,8073375.0,4223719.0,3849656.0,8043.0
268,268,2021-10-05,4612330.0,2385622.0,2226708.0,2026.0,56699567.0,29240981.0,27244079.0,83529.0,54121538.0,30392274.0,23804241.0,239675.0,,,,,3822082.0,2135104.0,1686978.0,8845.0,,,,,108633086.0,56927934.0,54044561.0,135661.0,2563069.0,,1345602.0,5904.0,9368294.0,4623141.0,4396884.0,25818.0,16952958.0,8662016.0,8494733.0,23925.0,3251206.0,1757809.0,1661454.0,5814.0,8081245.0,4229178.0,3852067.0,8498.0
269,269,2021-10-06,4615268.0,2387746.0,2227522.0,2304.0,56822762.0,29273255.0,27290541.0,87100.0,54368856.0,30457290.0,23990441.0,238582.0,,,,,,,,9344.0,,,,,108837810.0,56986407.0,54143704.0,128872.0,2570248.0,,1350132.0,5643.0,9389305.0,4625522.0,4399573.0,25142.0,16994752.0,8667079.0,8501125.0,23585.0,3258033.0,1760055.0,1665465.0,5722.0,8089922.0,4235075.0,3854847.0,8933.0
270,270,2021-10-07,4617281.0,2389159.0,2228122.0,2433.0,56909034.0,29304503.0,27335305.0,85225.0,54633357.0,30546459.0,24168430.0,228352.0,,,,,,,,9844.0,,,,,109049767.0,57049126.0,54247566.0,124175.0,2577957.0,,1354896.0,5472.0,9408822.0,4627713.0,4402035.0,24065.0,17041152.0,8671278.0,8505526.0,26018.0,3265931.0,1762737.0,1669935.0,5553.0,8098426.0,4240984.0,3857442.0,9138.0
271,271,2021-10-08,4618686.0,2389900.0,2228786.0,2484.0,57007364.0,29337986.0,27385016.0,85805.0,54754548.0,30575407.0,24261527.0,202301.0,,,,,,,,8133.0,,,,,109232704.0,57107220.0,54336424.0,132051.0,2585160.0,,1359501.0,5493.0,9436177.0,4630315.0,4405643.0,24068.0,17081045.0,8675872.0,8512933.0,27510.0,3274365.0,1765982.0,1674675.0,5502.0,8105940.0,4246101.0,3859839.0,9031.0
272,272,2021-10-09,4624646.0,2395138.0,2229508.0,2785.0,57071141.0,29360765.0,27422667.0,86297.0,54870209.0,30589384.0,24363997.0,193288.0,,,,,,,,9439.0,,,,,109274145.0,57123798.0,54359137.0,133362.0,2587495.0,,1360933.0,5500.0,9461525.0,4632924.0,4408899.0,23858.0,17109396.0,8680927.0,8522417.0,27355.0,3275557.0,1766614.0,1675468.0,5508.0,8115664.0,4253765.0,3861899.0,8848.0
273,273,2021-10-10,4630650.0,2400694.0,2229956.0,2971.0,57122861.0,29378382.0,27454543.0,86597.0,54948299.0,30600400.0,24431256.0,188951.0,,,,,3888869.0,2192888.0,1695981.0,10745.0,,,,,109291480.0,57130676.0,54368529.0,133854.0,2588714.0,,1361629.0,5607.0,9492426.0,4635239.0,4410790.0,25150.0,17110584.0,8681159.0,8522601.0,27360.0,3276017.0,1766866.0,1675682.0,5512.0,8125794.0,4261124.0,3864670.0,8677.0
274,274,2021-10-11,4632445.0,2401771.0,2230674.0,3024.0,57149288.0,29388834.0,27469924.0,75428.0,55024369.0,30618540.0,24489389.0,167010.0,,,,,,,,30049.0,,,,,109387524.0,57160537.0,54414221.0,133897.0,2593879.0,,1365088.0,5459.0,9525596.0,4638959.0,4413342.0,26077.0,17130800.0,8683757.0,8525777.0,28219.0,3282275.0,1769278.0,1679596.0,5373.0,8132127.0,4265755.0,3866372.0,8393.0
275,275,2021-10-12,4635015.0,2403211.0,2231804.0,3241.0,57260837.0,29432148.0,27519577.0,80181.0,55371122.0,30838205.0,24618605.0,178512.0,,,,,,,,49353.0,,,,,109567399.0,57211095.0,54496798.0,133473.0,2601548.0,,1369817.0,5497.0,9554017.0,4642156.0,4415742.0,26532.0,17166319.0,8687518.0,8530052.0,30480.0,3288058.0,1771483.0,1682666.0,5265.0,8138782.0,4270126.0,3868656.0,8220.0
276,276,2021-10-13,4637204.0,2404237.0,2232967.0,3134.0,57351315.0,29447367.0,27567212.0,75508.0,55750356.0,31099979.0,24738126.0,197357.0,,,,,,,,67350.0,,,,,109774100.0,57267120.0,54589546.0,133756.0,2607096.0,,1372723.0,5264.0,9578495.0,4644862.0,4417942.0,27027.0,17210220.0,8692006.0,8537631.0,30781.0,3294066.0,1773684.0,1685773.0,5148.0,8415940.0,4275208.0,3871406.0,46574.0
277,277,2021-10-14,4639108.0,2405335.0,2233773.0,3118.0,57451347.0,29478845.0,27618125.0,77473.0,56174208.0,31371747.0,24892429.0,220122.0,,,,,4446234.0,2738816.0,1707418.0,85348.0,,,,,109982617.0,57323214.0,54684840.0,133264.0,2615154.0,,1377516.0,5314.0,9601029.0,4647225.0,4420205.0,27458.0,17250647.0,8696646.0,8541799.0,29928.0,3301361.0,1776377.0,1689349.0,5061.0,8443047.0,4278937.0,3873790.0,49232.0
278,278,2021-10-15,4641694.0,2406747.0,2234947.0,3287.0,57552515.0,29512241.0,27668159.0,77879.0,56599892.0,31635411.0,25056949.0,263621.0,,,,,4646977.0,2928553.0,1718424.0,112118.0,,,,,110154247.0,57372242.0,54764593.0,131649.0,2623783.0,,1382469.0,5518.0,9636906.0,4650388.0,4423541.0,28676.0,17284326.0,8701390.0,8550110.0,29040.0,3309594.0,1779609.0,1693570.0,5033.0,8469879.0,4282132.0,3875966.0,51991.0
279,279,2021-10-16,4647487.0,2412040.0,2235447.0,3263.0,57606099.0,29529148.0,27700461.0,76423.0,56853456.0,31769679.0,25176959.0,283321.0,,,,,,,,122891.0,,,,,110196048.0,57388077.0,54786893.0,131700.0,2626708.0,,1383964.0,5602.0,9665033.0,4652774.0,4426047.0,29073.0,17306041.0,8705717.0,8557631.0,28092.0,3310809.0,1780201.0,1694175.0,5036.0,8495424.0,4286044.0,3877849.0,54251.0
280,280,2021-10-17,4652516.0,2416793.0,2235723.0,3124.0,57652265.0,29544522.0,27729050.0,75629.0,56957016.0,31821661.0,25228600.0,286960.0,,,,,,,,133665.0,,,,,110212857.0,57393948.0,54795503.0,131625.0,2628498.0,,1384919.0,5683.0,9679476.0,4654158.0,4427475.0,26721.0,17307239.0,8706042.0,8557779.0,28094.0,3311262.0,1780429.0,1694366.0,5035.0,8518084.0,4289119.0,3879942.0,56041.0
281,281,2021-10-18,4654507.0,2418115.0,2236392.0,3152.0,57762356.0,29570871.0,27787036.0,87581.0,57379549.0,32120775.0,25354255.0,336454.0,,,,,,,,126442.0,,,,,110305524.0,57420028.0,54835582.0,131143.0,2634699.0,,1388405.0,5831.0,9700093.0,4656202.0,4429660.0,24928.0,17319248.0,8708824.0,8560305.0,26921.0,3317899.0,1783082.0,1697847.0,5089.0,8547701.0,4291650.0,3881744.0,59368.0
282,282,2021-10-19,4656475.0,2419276.0,2237199.0,3066.0,57837476.0,29590006.0,27823372.0,82377.0,57802899.0,32434135.0,25466997.0,347397.0,,,,,,,,119218.0,,,,,110483569.0,57465678.0,54913020.0,130881.0,2643788.0,,1393292.0,6034.0,9721881.0,4657985.0,4431529.0,23981.0,17342382.0,8712349.0,8563325.0,25152.0,3323702.0,1785171.0,1700312.0,5092.0,8579794.0,4294116.0,3883886.0,63002.0
283,283,2021-10-20,4658816.0,2420558.0,2238258.0,3087.0,57919716.0,29612452.0,27868142.0,81200.0,58216555.0,32752338.0,25564980.0,352314.0,,,,,,,,111994.0,,,,,110688397.0,57515227.0,54998192.0,130614.0,2657271.0,,1401299.0,7168.0,9740373.0,4659627.0,4433411.0,23125.0,17375234.0,8717613.0,8568477.0,23573.0,3330868.0,1787606.0,1702820.0,5257.0,8614260.0,4297028.0,3886176.0,28331.0
284,284,2021-10-21,4983245.0,2421700.0,2238954.0,49162.0,58007042.0,29638812.0,27911338.0,79385.0,58635512.0,33040268.0,25698664.0,351615.0,,,,,5179627.0,3434690.0,1744937.0,104770.0,,,,,110895241.0,57565589.0,55083377.0,130375.0,2685512.0,,1417227.0,10051.0,9761627.0,4661228.0,4435375.0,22943.0,17410686.0,8721992.0,8572361.0,22863.0,3339986.0,1790802.0,1706003.0,5518.0,8648901.0,4299649.0,3888408.0,29408.0
285,285,2021-10-22,5003783.0,2422938.0,2239671.0,51727.0,58100068.0,29664023.0,27959770.0,78222.0,59098278.0,33388563.0,25815146.0,356912.0,,,,,,,,91462.0,,,,,111055934.0,57607381.0,55150785.0,128812.0,2709549.0,,1430115.0,12252.0,9792320.0,4663002.0,4437942.0,22202.0,17441627.0,8726021.0,8580348.0,22472.0,3349867.0,1794577.0,1709583.0,5753.0,8682013.0,4302382.0,3890477.0,30305.0
286,286,2021-10-23,5018930.0,2426859.0,2240110.0,53063.0,58148164.0,29678581.0,27988077.0,77438.0,59314570.0,33546624.0,25873868.0,351588.0,,,,,5394793.0,3632110.0,1762683.0,94149.0,,,,,111100299.0,57622747.0,55170779.0,129179.0,,,1436426.0,12489.0,9814380.0,4664337.0,4439915.0,21335.0,17459958.0,8729949.0,8587374.0,21988.0,3351128.0,1795227.0,1710102.0,5760.0,8719161.0,4305582.0,3892224.0,31962.0
287,287,2021-10-24,5028629.0,2429690.0,2240432.0,53730.0,58187183.0,29691081.0,28012760.0,76417.0,59460169.0,33668753.0,25897459.0,357593.0,,,,,,,,92544.0,,,,,111115055.0,57627781.0,55177521.0,128885.0,2718716.0,1532911.0,,12888.0,9826514.0,4665311.0,4441078.0,21005.0,17460470.0,8730195.0,8587487.0,21890.0,3351839.0,1795647.0,1710413.0,5797.0,8748203.0,4308371.0,3895239.0,32874.0
288,288,2021-10-25,5054813.0,2432956.0,2240960.0,57187.0,58289378.0,29711890.0,28072232.0,75289.0,59824318.0,33919982.0,26011951.0,349253.0,,,,,,,,90940.0,,,,,111223346.0,57656023.0,55220075.0,131117.0,2743549.0,,1448683.0,15550.0,9845554.0,4666891.0,4443044.0,20780.0,17476855.0,8733325.0,8590609.0,22515.0,3359914.0,1798874.0,1713640.0,6002.0,8780276.0,4309932.0,3897133.0,33225.0
289,289,2021-10-26,5070243.0,2435396.0,2241637.0,59110.0,58371733.0,29730656.0,28112904.0,76322.0,60232437.0,34184976.0,26156784.0,347077.0,,,,,5627426.0,3712692.0,1914734.0,89336.0,,,,,111432976.0,57701130.0,55299335.0,135630.0,2775555.0,,1466012.0,18824.0,9870121.0,4668484.0,4445143.0,21177.0,17507186.0,8737773.0,8595160.0,23543.0,3367762.0,1801987.0,1716383.0,6294.0,8812547.0,4311339.0,3899153.0,33250.0
290,290,2021-10-27,5087123.0,2437095.0,2242337.0,61187.0,58446220.0,29748503.0,28152783.0,75215.0,60559858.0,34418355.0,26251753.0,334758.0,,,,,,,,82579.0,,,,,111675991.0,57750538.0,55385201.0,141085.0,2800965.0,,1479038.0,20528.0,9889046.0,4669854.0,4447257.0,21239.0,17544280.0,8744141.0,8601710.0,24149.0,3375838.0,1804723.0,1718923.0,6424.0,8846353.0,4312204.0,3900427.0,33156.0
291,291,2021-10-28,5104120.0,2438707.0,2242868.0,17268.0,58528221.0,29771425.0,28193077.0,74454.0,60911546.0,34647934.0,26364850.0,325148.0,,,,,,,,75823.0,,,,,111925028.0,57802082.0,55471308.0,147112.0,2824345.0,,1491628.0,19833.0,9911422.0,4671300.0,4449591.0,21399.0,17582340.0,8749524.0,8606814.0,24522.0,3385006.0,1807807.0,1721782.0,6431.0,8880914.0,4314144.0,3903299.0,33145.0
292,292,2021-10-29,5120897.0,2440488.0,2243421.0,16731.0,58604479.0,29796151.0,28232591.0,72059.0,61235582.0,34850919.0,26464102.0,305329.0,,,,,,,,66380.0,,,,,112131963.0,57847095.0,55541757.0,153718.0,2847489.0,,1503885.0,19706.0,9948964.0,4673128.0,4452782.0,22378.0,17613175.0,8754693.0,8613137.0,24507.0,3395026.0,1811535.0,1725218.0,6451.0,8913326.0,4315802.0,3905177.0,33045.0
293,293,2021-10-30,5134665.0,2442777.0,2243914.0,16534.0,58647525.0,29807715.0,28257567.0,71337.0,61364685.0,34924255.0,26502900.0,292874.0,,,,,,,,56937.0,,,,,112185188.0,57863543.0,55561076.0,154984.0,2855224.0,,1508365.0,20156.0,9978549.0,4674684.0,4456039.0,23453.0,17630315.0,8759048.0,8619067.0,24337.0,3396010.0,1811986.0,1725582.0,6412.0,8945911.0,4317601.0,3907056.0,32393.0
294,294,2021-10-31,5144244.0,2445438.0,2244276.0,16516.0,58682096.0,29817829.0,28280047.0,70702.0,61514470.0,35042355.0,26528049.0,293472.0,,,,,,,,51785.0,,,,,112201593.0,57868510.0,55566995.0,155220.0,2860195.0,,1511130.0,20211.0,9997595.0,4675928.0,4458617.0,24440.0,17630580.0,8759148.0,8619135.0,24301.0,3396599.0,1812242.0,1725778.0,6394.0,8971589.0,4318783.0,3908244.0,31912.0
295,295,2021-11-01,5159580.0,2446430.0,2244886.0,14967.0,58768684.0,29830486.0,28324643.0,68472.0,61812499.0,35223038.0,26610575.0,284026.0,,,,,,,,46633.0,,,,,112266629.0,57882380.0,55587413.0,149040.0,2874721.0,,1518989.0,18739.0,10021268.0,4677731.0,4462037.0,25102.0,17631773.0,8759608.0,8619444.0,22131.0,3396787.0,1812322.0,1725806.0,5268.0,,,,32900.0
296,296,2021-11-02,5178049.0,2447484.0,2245579.0,15401.0,58823637.0,29837829.0,28345138.0,64558.0,62132647.0,35350122.0,26756350.0,271459.0,,,,,,,,41481.0,,,,,112481105.0,57920962.0,55650797.0,149733.0,2893502.0,,1528975.0,16850.0,10048506.0,4679227.0,4464995.0,25484.0,17651242.0,8764252.0,8623487.0,20579.0,3396994.0,1812402.0,1725899.0,4176.0,,,,33859.0
297,297,2021-11-03,5194869.0,2448204.0,2246341.0,15392.0,58898328.0,29854753.0,28379118.0,64587.0,62481910.0,35491228.0,26917202.0,274579.0,,,,,,,,41481.0,,,,,112772798.0,57974000.0,55729557.0,156687.0,2913044.0,,1538928.0,16011.0,10068454.0,4680493.0,4467689.0,25630.0,17682664.0,8770555.0,8628492.0,19769.0,3408016.0,1815743.0,1729923.0,4597.0,9088541.0,4318790.0,3911105.0,34598.0
